time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-04 00:00:00+00:00,8,3,67.0,6.0
2023-12-05 00:00:00+00:00,1,1,69.0,4.0
2023-12-06 00:00:00+00:00,2,2,8.0,3.0
2023-12-07 00:00:00+00:00,1,1,29.0,2.0
2023-12-08 00:00:00+00:00,2,2,7.0,2.0
2023-12-09 00:00:00+00:00,2,2,4.0,1.0
2023-12-10 00:00:00+00:00,1,1,,
2023-12-11 00:00:00+00:00,2,2,1.0,1.0
2023-12-12 00:00:00+00:00,1,1,31.0,6.0
2023-12-13 00:00:00+00:00,3,3,24.0,8.0
2023-12-14 00:00:00+00:00,1,1,5.0,5.0
2023-12-15 00:00:00+00:00,1,1,7.0,4.0
2023-12-16 00:00:00+00:00,1,1,,
