time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,1,1,4.0,3.0
2025-09-10 00:00:00+00:00,2,2,4.0,2.0
2025-09-11 00:00:00+00:00,12,5,1.0,1.0
2025-09-12 00:00:00+00:00,4,4,,
2025-09-13 00:00:00+00:00,7,6,1.0,1.0
2025-09-14 00:00:00+00:00,8,5,,
2025-09-15 00:00:00+00:00,7,6,3.0,1.0
2025-09-16 00:00:00+00:00,5,2,19.0,4.0
2025-09-17 00:00:00+00:00,12,7,3.0,1.0
2025-09-18 00:00:00+00:00,7,6,16.0,6.0
2025-09-19 00:00:00+00:00,11,4,7.0,3.0
2025-09-20 00:00:00+00:00,8,6,1.0,1.0
2025-09-21 00:00:00+00:00,11,8,4.0,1.0
2025-09-22 00:00:00+00:00,1,1,7.0,4.0
