time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,107,26,6.0,3.0
2025-12-04 00:00:00+00:00,12,9,59.0,6.0
2025-12-05 00:00:00+00:00,11,7,5.0,3.0
2025-12-06 00:00:00+00:00,5,5,,
2025-12-07 00:00:00+00:00,7,3,1.0,1.0
2025-12-08 00:00:00+00:00,8,4,11.0,5.0
2025-12-09 00:00:00+00:00,20,7,2.0,2.0
2025-12-10 00:00:00+00:00,4,4,3.0,3.0
2025-12-11 00:00:00+00:00,8,4,11.0,4.0
2025-12-12 00:00:00+00:00,4,4,7.0,4.0
2025-12-13 00:00:00+00:00,12,4,2.0,2.0
2025-12-14 00:00:00+00:00,7,3,,
2025-12-15 00:00:00+00:00,8,3,5.0,3.0
2025-12-16 00:00:00+00:00,1,1,5.0,3.0
