time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-24 00:00:00+00:00,3,3,0,0
2026-01-25 00:00:00+00:00,2,2,1,1
2026-01-26 00:00:00+00:00,15,7,11,6
2026-01-27 00:00:00+00:00,18,6,8,2
2026-01-28 00:00:00+00:00,22,11,44,6
2026-01-29 00:00:00+00:00,13,8,5,4
2026-01-30 00:00:00+00:00,17,8,11,4
2026-01-31 00:00:00+00:00,13,5,2,2
2026-02-01 00:00:00+00:00,33,17,0,0
2026-02-02 00:00:00+00:00,9,5,3,3
2026-02-03 00:00:00+00:00,17,8,33,10
2026-02-04 00:00:00+00:00,9,5,4,3
2026-02-05 00:00:00+00:00,5,5,3,2
2026-02-06 00:00:00+00:00,11,7,3,3
