time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-25 00:00:00+00:00,1,1,1.0,1.0
2024-03-26 00:00:00+00:00,9,2,57.0,3.0
2024-03-27 00:00:00+00:00,1,1,18.0,5.0
2024-03-28 00:00:00+00:00,6,3,24.0,1.0
2024-03-29 00:00:00+00:00,2,2,,
2024-03-30 00:00:00+00:00,3,3,,
2024-03-31 00:00:00+00:00,2,2,,
2024-04-01 00:00:00+00:00,1,1,31.0,1.0
2024-04-02 00:00:00+00:00,14,3,74.0,3.0
2024-04-03 00:00:00+00:00,1,1,31.0,4.0
2024-04-04 00:00:00+00:00,1,1,1.0,1.0
2024-04-05 00:00:00+00:00,2,2,12.0,2.0
2024-04-06 00:00:00+00:00,2,2,,
