time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-10 00:00:00+00:00,3,2,15.0,11.0
2024-01-11 00:00:00+00:00,1,1,35.0,9.0
2024-01-12 00:00:00+00:00,2,2,2.0,1.0
2024-01-13 00:00:00+00:00,3,3,,
2024-01-14 00:00:00+00:00,1,1,1.0,1.0
2024-01-15 00:00:00+00:00,2,2,18.0,3.0
2024-01-16 00:00:00+00:00,1,1,,
2024-01-17 00:00:00+00:00,3,2,11.0,2.0
2024-01-18 00:00:00+00:00,1,1,11.0,1.0
2024-01-19 00:00:00+00:00,2,2,1.0,1.0
2024-01-20 00:00:00+00:00,1,1,47.0,2.0
2024-01-21 00:00:00+00:00,1,1,,
2024-01-22 00:00:00+00:00,4,3,,
2024-01-23 00:00:00+00:00,2,1,12.0,5.0
