time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,7,2,15,4
2026-05-27 00:00:00+00:00,22,9,5,3
2026-05-28 00:00:00+00:00,6,1,3,3
2026-05-29 00:00:00+00:00,18,9,4,3
2026-05-30 00:00:00+00:00,31,13,2,2
2026-05-31 00:00:00+00:00,16,9,3,3
2026-06-01 00:00:00+00:00,7,2,3,2
2026-06-02 00:00:00+00:00,8,3,1,1
2026-06-03 00:00:00+00:00,19,6,11,2
2026-06-04 00:00:00+00:00,14,5,14,6
2026-06-05 00:00:00+00:00,43,13,16,5
2026-06-06 00:00:00+00:00,11,6,2,1
2026-06-07 00:00:00+00:00,13,4,2,2
2026-06-08 00:00:00+00:00,36,15,4,3
