time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-28 00:00:00+00:00,2.0,1.0,,
2023-10-30 00:00:00+00:00,1.0,1.0,4.0,1.0
2023-10-31 00:00:00+00:00,2.0,1.0,24.0,2.0
2023-11-01 00:00:00+00:00,2.0,1.0,9.0,2.0
2023-11-02 00:00:00+00:00,,,61.0,5.0
2023-11-03 00:00:00+00:00,22.0,1.0,215.0,15.0
2023-11-04 00:00:00+00:00,8.0,2.0,36.0,8.0
2023-11-05 00:00:00+00:00,4.0,1.0,,
2023-11-06 00:00:00+00:00,16.0,4.0,108.0,8.0
2023-11-07 00:00:00+00:00,34.0,3.0,112.0,8.0
2023-11-08 00:00:00+00:00,15.0,2.0,63.0,9.0
2023-11-09 00:00:00+00:00,22.0,3.0,97.0,7.0
2023-11-10 00:00:00+00:00,39.0,4.0,270.0,30.0
