time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-01 00:00:00+00:00,7,2,1.0,1.0
2025-11-02 00:00:00+00:00,1,1,,
2025-11-03 00:00:00+00:00,37,8,451.0,27.0
2025-11-04 00:00:00+00:00,7,2,50.0,11.0
2025-11-05 00:00:00+00:00,17,6,43.0,9.0
2025-11-06 00:00:00+00:00,7,4,12.0,4.0
2025-11-07 00:00:00+00:00,3,2,8.0,7.0
2025-11-08 00:00:00+00:00,11,5,5.0,1.0
2025-11-09 00:00:00+00:00,11,3,1.0,1.0
2025-11-10 00:00:00+00:00,10,5,10.0,7.0
2025-11-11 00:00:00+00:00,2,2,1.0,1.0
2025-11-12 00:00:00+00:00,9,4,35.0,7.0
2025-11-13 00:00:00+00:00,9,7,28.0,6.0
2025-11-14 00:00:00+00:00,8,2,76.0,12.0
