time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,14,3,74.0,3.0
2024-04-03 00:00:00+00:00,1,1,31.0,4.0
2024-04-04 00:00:00+00:00,1,1,1.0,1.0
2024-04-05 00:00:00+00:00,2,2,12.0,2.0
2024-04-06 00:00:00+00:00,2,2,,
2024-04-07 00:00:00+00:00,1,1,,
2024-04-08 00:00:00+00:00,1,1,10.0,4.0
2024-04-09 00:00:00+00:00,1,1,13.0,4.0
2024-04-10 00:00:00+00:00,3,3,9.0,3.0
2024-04-11 00:00:00+00:00,3,2,61.0,5.0
2024-04-12 00:00:00+00:00,15,4,33.0,2.0
2024-04-13 00:00:00+00:00,2,2,1.0,1.0
2024-04-14 00:00:00+00:00,1,1,,
