time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,9,8,8,5
2026-03-24 00:00:00+00:00,6,2,2,2
2026-03-25 00:00:00+00:00,12,4,12,6
2026-03-26 00:00:00+00:00,4,3,1,1
2026-03-27 00:00:00+00:00,6,5,6,2
2026-03-28 00:00:00+00:00,9,8,1,1
2026-03-29 00:00:00+00:00,7,7,2,2
2026-03-30 00:00:00+00:00,9,5,8,3
2026-03-31 00:00:00+00:00,10,6,2,2
2026-04-01 00:00:00+00:00,14,4,14,6
2026-04-02 00:00:00+00:00,9,5,7,5
2026-04-03 00:00:00+00:00,10,6,1,1
2026-04-04 00:00:00+00:00,12,7,0,0
2026-04-05 00:00:00+00:00,13,5,1,1
