time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,2,2,1.0,1.0
2024-02-26 00:00:00+00:00,2,2,,
2024-02-27 00:00:00+00:00,1,1,5.0,5.0
2024-02-28 00:00:00+00:00,1,1,1.0,1.0
2024-02-29 00:00:00+00:00,1,1,2.0,1.0
2024-03-01 00:00:00+00:00,1,1,1.0,1.0
2024-03-02 00:00:00+00:00,1,1,,
2024-03-03 00:00:00+00:00,1,1,,
2024-03-04 00:00:00+00:00,4,3,1.0,1.0
2024-03-05 00:00:00+00:00,3,2,42.0,8.0
2024-03-06 00:00:00+00:00,1,1,27.0,11.0
2024-03-07 00:00:00+00:00,1,1,34.0,9.0
2024-03-08 00:00:00+00:00,1,1,14.0,5.0
2024-03-09 00:00:00+00:00,1,1,,
