url_path,views_total,views_unique
/pbs-assess/pacea,65,28
/pbs-assess/pacea/tree/main,20,3
/pbs-assess/pacea/tree/main/data-raw,8,4
/pbs-assess/pacea/tree/main/data,7,5
/pbs-assess/pacea/issues,7,2
/pbs-assess/pacea/tree/dev-andy,6,1
/pbs-assess/pacea/tree/main/data-raw/coastwide-indices,4,2
/pbs-assess/pacea/compare/dev-andy...main,4,1
/pbs-assess/PACea,3,3
/pbs-assess/pacea/tree/main/R-temp,3,2
