time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-01 00:00:00+00:00,1,1,19.0,8.0
2025-04-02 00:00:00+00:00,5,2,35.0,6.0
2025-04-03 00:00:00+00:00,5,4,20.0,3.0
2025-04-04 00:00:00+00:00,16,5,9.0,4.0
2025-04-05 00:00:00+00:00,3,3,,
2025-04-06 00:00:00+00:00,2,2,,
2025-04-07 00:00:00+00:00,2,2,11.0,5.0
2025-04-08 00:00:00+00:00,3,2,9.0,3.0
2025-04-09 00:00:00+00:00,5,2,22.0,4.0
2025-04-10 00:00:00+00:00,4,2,47.0,3.0
2025-04-11 00:00:00+00:00,1,1,11.0,5.0
2025-04-12 00:00:00+00:00,1,1,1.0,1.0
2025-04-13 00:00:00+00:00,4,2,,
2025-04-14 00:00:00+00:00,1,1,1.0,1.0
