time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,2,2,,
2025-06-30 00:00:00+00:00,1,1,4.0,3.0
2025-07-01 00:00:00+00:00,6,6,5.0,1.0
2025-07-02 00:00:00+00:00,3,3,8.0,2.0
2025-07-03 00:00:00+00:00,6,6,13.0,6.0
2025-07-04 00:00:00+00:00,2,2,11.0,3.0
2025-07-05 00:00:00+00:00,2,2,,
2025-07-06 00:00:00+00:00,4,4,,
2025-07-07 00:00:00+00:00,9,9,6.0,3.0
2025-07-08 00:00:00+00:00,2,2,15.0,5.0
2025-07-09 00:00:00+00:00,11,7,32.0,4.0
2025-07-10 00:00:00+00:00,7,7,24.0,3.0
2025-07-11 00:00:00+00:00,16,7,17.0,5.0
2025-07-12 00:00:00+00:00,5,4,,
