time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-15 00:00:00+00:00,8,3,5.0,3.0
2025-12-16 00:00:00+00:00,3,3,5.0,3.0
2025-12-17 00:00:00+00:00,2,2,7.0,5.0
2025-12-18 00:00:00+00:00,7,3,8.0,6.0
2025-12-19 00:00:00+00:00,7,3,6.0,4.0
2025-12-20 00:00:00+00:00,13,5,5.0,1.0
2025-12-21 00:00:00+00:00,7,3,,
2025-12-22 00:00:00+00:00,7,3,3.0,2.0
2025-12-23 00:00:00+00:00,8,4,27.0,5.0
2025-12-24 00:00:00+00:00,9,3,2.0,2.0
2025-12-25 00:00:00+00:00,6,4,,
2025-12-26 00:00:00+00:00,9,3,,
2025-12-27 00:00:00+00:00,12,4,1.0,1.0
2025-12-28 00:00:00+00:00,12,6,1.0,1.0
