time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,13,5,30,8
2026-02-28 00:00:00+00:00,11,7,3,3
2026-03-01 00:00:00+00:00,13,9,0,0
2026-03-02 00:00:00+00:00,31,14,28,8
2026-03-03 00:00:00+00:00,279,24,121,9
2026-03-04 00:00:00+00:00,46,7,23,15
2026-03-05 00:00:00+00:00,8,8,36,14
2026-03-06 00:00:00+00:00,5,5,51,9
2026-03-07 00:00:00+00:00,10,6,4,2
2026-03-08 00:00:00+00:00,15,7,2,2
2026-03-09 00:00:00+00:00,21,9,9,6
2026-03-10 00:00:00+00:00,9,5,3,3
2026-03-11 00:00:00+00:00,8,4,4,3
2026-03-12 00:00:00+00:00,13,5,4,3
