time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,1,1,19,2
2026-08-21 00:00:00+00:00,20,7,28,3
2026-08-22 00:00:00+00:00,8,3,13,4
2026-08-23 00:00:00+00:00,2,2,1,1
2026-08-24 00:00:00+00:00,2,2,7,5
2026-08-25 00:00:00+00:00,14,4,5,2
2026-08-26 00:00:00+00:00,8,5,0,0
2026-08-27 00:00:00+00:00,5,5,7,2
2026-08-28 00:00:00+00:00,2,2,5,3
2026-08-29 00:00:00+00:00,1,1,0,0
2026-08-30 00:00:00+00:00,4,4,1,1
2026-08-31 00:00:00+00:00,7,3,4,3
2026-09-01 00:00:00+00:00,6,4,3,2
2026-09-02 00:00:00+00:00,3,3,3,2
