time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-12 00:00:00+00:00,17,10,1,1
2026-02-13 00:00:00+00:00,7,3,0,0
2026-02-14 00:00:00+00:00,7,3,0,0
2026-02-15 00:00:00+00:00,24,11,1,1
2026-02-16 00:00:00+00:00,17,9,10,4
2026-02-17 00:00:00+00:00,6,5,17,3
2026-02-18 00:00:00+00:00,11,7,3,3
2026-02-19 00:00:00+00:00,8,5,2,2
2026-02-20 00:00:00+00:00,16,8,25,5
2026-02-21 00:00:00+00:00,11,7,3,3
2026-02-22 00:00:00+00:00,12,8,0,0
2026-02-23 00:00:00+00:00,15,7,27,6
2026-02-24 00:00:00+00:00,15,7,3,1
2026-02-25 00:00:00+00:00,5,5,6,3
