time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,,,5,1
2025-01-12 00:00:00+00:00,1.0,1.0,1,1
2025-01-13 00:00:00+00:00,,,17,6
2025-01-14 00:00:00+00:00,2.0,1.0,11,5
2025-01-15 00:00:00+00:00,,,17,7
2025-01-16 00:00:00+00:00,,,3,2
2025-01-17 00:00:00+00:00,1.0,1.0,12,1
2025-01-18 00:00:00+00:00,10.0,4.0,28,2
2025-01-19 00:00:00+00:00,5.0,2.0,13,1
2025-01-20 00:00:00+00:00,13.0,2.0,15,2
2025-01-21 00:00:00+00:00,6.0,3.0,8,3
2025-01-22 00:00:00+00:00,10.0,3.0,24,8
2025-01-23 00:00:00+00:00,2.0,1.0,15,4
2025-01-24 00:00:00+00:00,,,3,3
