time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-04 00:00:00+00:00,14,5,14,6
2026-06-05 00:00:00+00:00,43,13,16,5
2026-06-06 00:00:00+00:00,11,6,2,1
2026-06-07 00:00:00+00:00,13,4,2,2
2026-06-08 00:00:00+00:00,36,15,4,3
2026-06-09 00:00:00+00:00,21,8,23,6
2026-06-10 00:00:00+00:00,47,15,60,9
2026-06-11 00:00:00+00:00,73,26,45,11
2026-06-12 00:00:00+00:00,23,9,5,5
2026-06-13 00:00:00+00:00,21,9,15,3
2026-06-14 00:00:00+00:00,32,9,0,0
2026-06-15 00:00:00+00:00,13,6,3,3
2026-06-16 00:00:00+00:00,21,9,6,4
2026-06-17 00:00:00+00:00,20,7,36,3
