time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,4,3,13.0,5.0
2025-09-30 00:00:00+00:00,7,4,,
2025-10-01 00:00:00+00:00,10,7,5.0,4.0
2025-10-02 00:00:00+00:00,4,4,4.0,4.0
2025-10-03 00:00:00+00:00,6,5,4.0,4.0
2025-10-04 00:00:00+00:00,4,3,1.0,1.0
2025-10-05 00:00:00+00:00,7,6,2.0,1.0
2025-10-06 00:00:00+00:00,12,8,,
2025-10-07 00:00:00+00:00,8,6,2.0,2.0
2025-10-08 00:00:00+00:00,9,6,20.0,4.0
2025-10-09 00:00:00+00:00,3,2,23.0,6.0
2025-10-10 00:00:00+00:00,11,8,,
2025-10-11 00:00:00+00:00,8,5,3.0,3.0
2025-10-12 00:00:00+00:00,4,1,1.0,1.0
