time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-03 00:00:00+00:00,2,2,17.0,4.0
2024-06-04 00:00:00+00:00,5,2,21.0,3.0
2024-06-05 00:00:00+00:00,5,2,36.0,6.0
2024-06-06 00:00:00+00:00,2,2,65.0,7.0
2024-06-07 00:00:00+00:00,3,2,8.0,3.0
2024-06-08 00:00:00+00:00,6,3,,
2024-06-09 00:00:00+00:00,1,1,,
2024-06-10 00:00:00+00:00,3,2,7.0,4.0
2024-06-11 00:00:00+00:00,3,2,,
2024-06-12 00:00:00+00:00,1,1,7.0,4.0
2024-06-13 00:00:00+00:00,2,2,13.0,4.0
2024-06-14 00:00:00+00:00,7,4,1.0,1.0
2024-06-15 00:00:00+00:00,2,2,,
